race_date,track_name,race_number,distance,surface,track_condition,horse_name,jockey,trainer,post_position,final_time,finish_position,odds,weight,margin,speed_rating
2024-01-02,Keeneland,3,5.5f,Turf,Sloppy,Thunder Knight,I. Ortiz,S. Asmussen,3,1:03.74,4,14.87,117,0.5,106
2024-01-02,Keeneland,3,5.5f,Turf,Sloppy,Mountain Wind,L. Saez,D. O'Neill,1,1:03.10,5,7.29,126,5.7,109
2024-01-02,Keeneland,3,5.5f,Turf,Sloppy,Brave Blaze,L. Saez,S. Asmussen,2,1:03.57,6,11.27,115,4.1,107
2024-01-02,Keeneland,3,5.5f,Turf,Sloppy,Storm Bolt,J. Velazquez,B. Baffert,5,1:04.76,7,12.25,125,10.4,101
2024-01-02,Keeneland,3,5.5f,Turf,Sloppy,Galloping Chaser,M. Garcia,W. Mott,7,1:04.93,8,6.44,122,10.9,100
2024-01-02,Saratoga,4,7.0f,Turf,Good,Strong Rush,T. Baze,D. O'Neill,1,1:23.42,1,3.95,119,Won by 1.8,102
2024-01-02,Saratoga,4,7.0f,Turf,Good,Proud Queen,J. Lezcano,J. Shirreffs,7,1:24.20,2,11.69,122,1.6,99
2024-01-02,Saratoga,4,7.0f,Turf,Good,Flying Fury,R. Gonzalez,T. Pletcher,5,1:24.34,3,9.69,119,3.6,98
2024-01-02,Saratoga,4,7.0f,Turf,Good,Blazing Express,I. Ortiz,J. Hollendorfer,6,1:25.25,4,11.17,121,1.0,93
2024-01-02,Saratoga,4,7.0f,Turf,Good,Thunder Jet,A. Gryder,P. Miller,3,1:23.74,5,26.82,125,3.4,101
2024-01-02,Saratoga,4,7.0f,Turf,Good,Fire Bolt,J. Velazquez,J. Sadler,2,1:24.31,6,13.45,126,2.6,98
2024-01-02,Saratoga,4,7.0f,Turf,Good,Speed Jet,A. Gryder,M. Casse,8,1:24.48,7,23.27,125,4.8,97
2024-01-02,Saratoga,4,7.0f,Turf,Good,Golden Streak,T. Baze,H. Bond,4,1:25.40,8,29.29,122,12.8,92
2024-01-02,Saratoga,5,1.125m,Dirt,Good,Storm Storm,T. Baze,J. Sadler,6,1:48.46,1,10.15,118,Won by 0.9,97
2024-01-02,Saratoga,5,1.125m,Dirt,Good,Royal Storm,A. Gryder,J. Hollendorfer,2,1:49.10,2,12.06,115,1.2,94
2024-01-02,Saratoga,5,1.125m,Dirt,Good,Valley Jet,D. Van Dyke,R. Mandella,7,1:49.60,3,13.78,120,3.8,91
2024-01-02,Saratoga,5,1.125m,Dirt,Good,Mountain Rocket,D. Davis,P. Miller,8,1:49.30,4,11.56,120,1.0,93
2024-01-02,Saratoga,5,1.125m,Dirt,Good,Star Strike,L. Saez,B. Baffert,3,1:49.85,5,6.23,124,4.4,90
2024-01-02,Saratoga,5,1.125m,Dirt,Good,Golden Flash,J. Castellano,M. Maker,5,1:49.64,6,13.88,120,5.9,91
2024-01-02,Saratoga,5,1.125m,Dirt,Good,Fire Streak,D. Davis,P. Eurton,4,1:50.72,7,7.18,115,1.1,86
2024-01-02,Saratoga,5,1.125m,Dirt,Good,Star King,J. Lezcano,K. McPeek,1,1:50.87,8,17.45,116,6.8,85
2024-01-02,Golden Gate Fields,6,5.5f,Turf,Firm,Dancing Breeze,J. Velazquez,J. Shirreffs,7,1:06.15,1,12.75,117,Won by 0.8,94
2024-01-02,Golden Gate Fields,6,5.5f,Turf,Firm,Swift Peak,E. Maldonado,L. Jones,3,1:06.10,2,14.54,116,1.6,94
2024-01-02,Golden Gate Fields,6,5.5f,Turf,Firm,Thunder Gazer,J. Lezcano,M. Casse,4,1:06.29,3,13.2,125,2.6,93
2024-01-02,Golden Gate Fields,6,5.5f,Turf,Firm,Star Runner,C. Lopez,J. Sadler,1,1:06.76,4,14.27,120,3.9,91
2024-01-02,Golden Gate Fields,6,5.5f,Turf,Firm,Golden Express,J. Lezcano,M. Maker,6,1:07.48,5,7.14,122,0.6,87
2024-01-02,Golden Gate Fields,6,5.5f,Turf,Firm,Flying Wind,C. Lopez,A. Dutrow,2,1:08.43,6,25.77,126,3.4,82
2024-01-02,Golden Gate Fields,6,5.5f,Turf,Firm,Blazing Flash,J. Castellano,H. Bond,8,1:07.27,7,14.51,115,12.0,88
2024-01-02,Golden Gate Fields,6,5.5f,Turf,Firm,Rapid Demon,R. Gonzalez,G. Weaver,5,1:07.63,8,12.45,116,0.5,86
2024-01-02,Santa Anita,7,6.5f,Turf,Fast,Fire Blaze,M. Smith,H. Bond,6,1:16.49,1,3.78,124,Won by 2.7,105
2024-01-02,Santa Anita,7,6.5f,Turf,Fast,Fire Jet,J. Lezcano,M. Maker,4,1:16.15,2,6.78,116,1.6,106
2024-01-02,Santa Anita,7,6.5f,Turf,Fast,Swift Queen,J. Velazquez,S. Asmussen,3,1:15.29,3,7.15,118,1.7,111
2024-01-02,Santa Anita,7,6.5f,Turf,Fast,Flying Fury,J. Castellano,K. McPeek,1,1:17.99,4,11.28,119,2.7,97
2024-01-02,Santa Anita,7,6.5f,Turf,Fast,Fast Spirit,M. Garcia,A. Dutrow,7,1:16.36,5,14.53,120,0.9,105
2024-01-02,Santa Anita,7,6.5f,Turf,Fast,Desert Flash,L. Saez,H. Bond,2,1:17.50,6,13.71,122,7.8,100
2024-01-02,Santa Anita,7,6.5f,Turf,Fast,Storm Flash,D. Van Dyke,M. Casse,5,1:16.93,7,8.96,124,9.7,102
2024-01-02,Santa Anita,7,6.5f,Turf,Fast,Lightning Storm,M. Franco,K. McPeek,8,1:16.54,8,10.03,126,0.4,104
2024-01-02,Belmont Park,8,5.5f,Turf,Muddy,Silver Dash,K. Desormeaux,R. Mandella,2,1:04.42,1,10.33,122,Won by 0.7,102
2024-01-02,Belmont Park,8,5.5f,Turf,Muddy,Fire Prince,K. Desormeaux,J. Hollendorfer,6,1:05.22,2,6.6,124,0.7,98
2024-01-02,Belmont Park,8,5.5f,Turf,Muddy,Speed Jet,M. Garcia,K. McPeek,8,1:05.12,3,9.98,125,2.8,99
2024-01-02,Belmont Park,8,5.5f,Turf,Muddy,Thunder Knight,J. Velazquez,P. Eurton,1,1:04.72,4,11.64,123,1.2,101
2024-01-02,Belmont Park,8,5.5f,Turf,Muddy,Quick Peak,K. Desormeaux,J. Hollendorfer,7,1:05.16,5,12.38,124,7.4,99
2024-01-02,Belmont Park,8,5.5f,Turf,Muddy,Fast Fire,A. Cedillo,H. Bond,3,1:05.11,6,16.46,115,8.3,99
2024-01-02,Belmont Park,8,5.5f,Turf,Muddy,Speed Knight,D. Van Dyke,P. Miller,4,1:05.97,7,18.25,115,0.5,95
2024-01-02,Belmont Park,8,5.5f,Turf,Muddy,Blazing King,R. Gonzalez,S. Asmussen,5,1:05.46,8,16.18,121,4.9,97
2024-01-02,Del Mar,9,1.25m,Turf,Sloppy,Silver Dash,C. Lopez,T. Pletcher,2,1:59.76,1,6.88,126,Won by 2.3,106
2024-01-02,Del Mar,9,1.25m,Turf,Sloppy,Blazing Flash,A. Cedillo,M. Casse,8,1:59.39,2,6.35,122,0.4,108
2024-01-02,Del Mar,9,1.25m,Turf,Sloppy,Lightning Breeze,E. Maldonado,M. Casse,1,1:59.81,3,6.52,118,2.8,105
2024-01-02,Del Mar,9,1.25m,Turf,Sloppy,Jumping Spirit,T. Baze,P. Miller,4,1:59.14,4,6.86,126,2.0,109
2024-01-02,Del Mar,9,1.25m,Turf,Sloppy,Galloping Champion,M. Franco,P. Miller,5,1:59.65,5,12.06,117,7.9,106
2024-01-02,Del Mar,9,1.25m,Turf,Sloppy,Running Fire,M. Garcia,K. McPeek,7,2:01.44,6,14.64,126,5.7,97
2024-01-02,Del Mar,9,1.25m,Turf,Sloppy,Silver Express,R. Santana,B. Baffert,6,2:01.45,7,6.78,123,11.7,97
2024-01-02,Del Mar,9,1.25m,Turf,Sloppy,Brave Flash,D. Van Dyke,D. O'Neill,3,2:00.62,8,13.18,121,9.5,101
2024-01-02,Aqueduct,10,1m,Turf,Good,Noble Fire,J. Castellano,J. Shirreffs,4,1:34.66,1,5.08,126,Won by 2.8,111
2024-01-02,Aqueduct,10,1m,Turf,Good,Brave Flash,D. Van Dyke,P. Miller,5,1:34.08,2,10.64,126,1.7,114
2024-01-02,Aqueduct,10,1m,Turf,Good,Midnight Chaser,M. Smith,D. O'Neill,1,1:34.55,3,10.59,125,2.4,112
2024-01-02,Aqueduct,10,1m,Turf,Good,Dancing Breeze,M. Smith,C. Brown,7,1:36.60,4,6.49,117,4.3,101
2024-01-02,Aqueduct,10,1m,Turf,Good,Brave Fury,E. Maldonado,R. Baltas,3,1:35.74,5,7.88,124,7.3,106
2024-01-02,Aqueduct,10,1m,Turf,Good,Golden Express,I. Ortiz,D. O'Neill,8,1:35.54,6,6.28,120,1.4,107
2024-01-02,Aqueduct,10,1m,Turf,Good,Mountain Thunder,C. Lopez,B. Baffert,6,1:35.99,7,25.3,117,8.8,105
2024-01-02,Aqueduct,10,1m,Turf,Good,Blazing Rush,I. Ortiz,G. Weaver,2,1:35.40,8,6.76,121,13.5,107
2024-01-03,Gulfstream Park,1,6.5f,Turf,Firm,Speed Jet,R. Santana,G. Weaver,1,1:17.54,1,7.59,126,Won by 1.3,99
2024-01-03,Gulfstream Park,1,6.5f,Turf,Firm,Fast Streak,J. Castellano,W. Mott,8,1:17.44,2,6.25,116,0.7,100
2024-01-03,Gulfstream Park,1,6.5f,Turf,Firm,Fire Jet,I. Ortiz,P. Eurton,6,1:17.38,3,14.17,118,1.6,100
2024-01-03,Gulfstream Park,1,6.5f,Turf,Firm,Jumping Spirit,L. Saez,D. O'Neill,4,1:17.47,4,12.37,119,3.5,100
2024-01-03,Gulfstream Park,1,6.5f,Turf,Firm,Dancing Prince,J. Velazquez,L. Jones,2,1:17.99,5,12.23,125,1.9,97
2024-01-03,Gulfstream Park,1,6.5f,Turf,Firm,Bold King,D. Van Dyke,L. Jones,3,1:18.32,6,26.91,122,3.2,95
2024-01-03,Gulfstream Park,1,6.5f,Turf,Firm,Thunder Knight,M. Smith,B. Baffert,7,1:18.60,7,6.21,122,5.4,94
2024-01-03,Gulfstream Park,1,6.5f,Turf,Firm,Midnight Chaser,F. Prat,J. Hollendorfer,5,1:18.58,8,10.48,124,6.8,94
2024-01-03,Churchill Downs,2,6.5f,Dirt,Sloppy,Lightning Demon,M. Franco,D. O'Neill,1,1:16.46,1,5.78,119,Won by 2.4,100
2024-01-03,Churchill Downs,2,6.5f,Dirt,Sloppy,Ocean Demon,T. Baze,J. Hollendorfer,6,1:16.22,2,6.99,123,1.0,101
2024-01-03,Churchill Downs,2,6.5f,Dirt,Sloppy,Fire Blaze,J. Velazquez,S. Asmussen,2,1:16.97,3,4.9,121,3.4,97
2024-01-03,Churchill Downs,2,6.5f,Dirt,Sloppy,Speed Jet,L. Saez,A. Dutrow,4,1:16.61,4,3.86,115,5.1,99
2024-01-03,Churchill Downs,2,6.5f,Dirt,Sloppy,Thunder Knight,J. Castellano,H. Bond,8,1:17.55,5,27.37,121,3.6,94
2024-01-03,Churchill Downs,2,6.5f,Dirt,Sloppy,Desert Blaze,D. Davis,R. Baltas,7,1:17.62,6,14.38,116,1.7,94
2024-01-03,Churchill Downs,2,6.5f,Dirt,Sloppy,Noble Storm,D. Van Dyke,R. Mandella,5,1:17.60,7,14.38,123,10.0,94
2024-01-03,Churchill Downs,2,6.5f,Dirt,Sloppy,Noble Breeze,M. Garcia,H. Bond,3,1:17.72,8,23.6,126,4.6,93
2024-01-03,Oaklawn Park,3,1.25m,Turf,Fast,Star Peak,L. Saez,K. McPeek,1,2:01.11,1,11.08,123,Won by 1.2,99
2024-01-03,Oaklawn Park,3,1.25m,Turf,Fast,Golden Streak,D. Davis,K. McPeek,8,2:01.01,2,7.8,116,0.3,99
2024-01-03,Oaklawn Park,3,1.25m,Turf,Fast,Swift Gazer,M. Smith,R. Mandella,4,2:00.81,3,14.84,120,0.4,100
2024-01-03,Oaklawn Park,3,1.25m,Turf,Fast,Rapid Rocket,A. Cedillo,A. Dutrow,3,2:01.57,4,12.51,125,2.4,97
2024-01-03,Oaklawn Park,3,1.25m,Turf,Fast,Lightning Bolt,L. Saez,A. Dutrow,2,2:00.83,5,12.25,120,2.0,100
2024-01-03,Oaklawn Park,3,1.25m,Turf,Fast,Fast Spirit,F. Prat,W. Mott,5,2:01.27,6,3.9,121,9.0,98
2024-01-03,Oaklawn Park,3,1.25m,Turf,Fast,Wild Warrior,D. Davis,W. Mott,6,2:01.60,7,14.03,122,3.7,97
2024-01-03,Oaklawn Park,3,1.25m,Turf,Fast,Brave Flash,A. Gryder,S. Asmussen,7,2:02.39,8,24.89,116,9.7,93
2024-01-03,Keeneland,4,6.5f,Dirt,Muddy,Wild Warrior,C. Lopez,P. Eurton,3,1:15.96,1,4.65,126,Won by 0.8,102
2024-01-03,Keeneland,4,6.5f,Dirt,Muddy,Brave Blaze,L. Saez,A. Dutrow,8,1:16.99,2,8.09,122,1.5,97
2024-01-03,Keeneland,4,6.5f,Dirt,Muddy,Thunder Gazer,K. Desormeaux,M. Maker,1,1:15.79,3,7.02,116,0.8,103
2024-01-03,Keeneland,4,6.5f,Dirt,Muddy,Running Blaze,M. Franco,J. Hollendorfer,4,1:16.10,4,11.04,125,1.5,101
2024-01-03,Keeneland,4,6.5f,Dirt,Muddy,Running Fire,F. Prat,L. Jones,5,1:16.86,5,5.41,116,3.4,98
2024-01-03,Keeneland,4,6.5f,Dirt,Muddy,Bold Blaze,J. Velazquez,R. Mandella,2,1:17.75,6,3.03,119,0.3,93
2024-01-03,Keeneland,4,6.5f,Dirt,Muddy,Valley Jet,I. Ortiz,D. O'Neill,6,1:16.93,7,9.05,126,1.3,97
2024-01-03,Keeneland,4,6.5f,Dirt,Muddy,Dancing Bolt,R. Gonzalez,L. Jones,7,1:17.55,8,20.92,119,7.8,94
2024-01-03,Golden Gate Fields,5,1.125m,Dirt,Muddy,Swift Bullet,K. Desormeaux,G. Weaver,8,1:46.65,1,10.61,119,Won by 1.5,106
2024-01-03,Golden Gate Fields,5,1.125m,Dirt,Muddy,Desert Blaze,A. Cedillo,K. McPeek,2,1:47.22,2,7.43,123,1.6,103
2024-01-03,Golden Gate Fields,5,1.125m,Dirt,Muddy,Proud Rocket,L. Saez,G. Weaver,6,1:47.26,3,9.32,120,2.0,103
2024-01-03,Golden Gate Fields,5,1.125m,Dirt,Muddy,Brave King,I. Ortiz,D. O'Neill,1,1:46.61,4,8.43,125,5.4,106
2024-01-03,Golden Gate Fields,5,1.125m,Dirt,Muddy,Wild Wind,R. Santana,R. Mandella,4,1:47.56,5,3.58,123,3.3,102
2024-01-03,Golden Gate Fields,5,1.125m,Dirt,Muddy,Speed Jet,J. Lezcano,W. Mott,7,1:47.53,6,6.12,118,7.5,102
2024-01-03,Golden Gate Fields,5,1.125m,Dirt,Muddy,Silver Express,A. Gryder,J. Hollendorfer,3,1:48.35,7,9.91,125,10.7,98
2024-01-03,Golden Gate Fields,5,1.125m,Dirt,Muddy,Thunder Gazer,F. Prat,A. Dutrow,5,1:48.52,8,8.0,126,5.0,97
2024-01-03,Oaklawn Park,6,1.125m,Dirt,Good,Dancing Prince,M. Franco,B. Baffert,1,1:49.84,1,3.3,120,Won by 1.6,90
2024-01-03,Oaklawn Park,6,1.125m,Dirt,Good,Star Prince,M. Smith,W. Mott,6,1:48.89,2,4.79,125,1.7,95
2024-01-03,Oaklawn Park,6,1.125m,Dirt,Good,Wild Warrior,I. Ortiz,J. Shirreffs,4,1:48.82,3,10.33,124,3.6,95
2024-01-03,Oaklawn Park,6,1.125m,Dirt,Good,Strong Strike,D. Davis,P. Eurton,3,1:48.99,4,15.38,115,2.5,95
2024-01-03,Oaklawn Park,6,1.125m,Dirt,Good,Lightning Storm,A. Gryder,C. Brown,5,1:49.89,5,10.56,121,2.8,90
2024-01-03,Oaklawn Park,6,1.125m,Dirt,Good,Royal Rocket,L. Saez,M. Maker,8,1:50.77,6,7.49,118,8.6,86
2024-01-03,Oaklawn Park,6,1.125m,Dirt,Good,Storm Fury,E. Maldonado,M. Casse,2,1:51.44,7,11.85,119,0.5,82
2024-01-03,Oaklawn Park,6,1.125m,Dirt,Good,Star Runner,C. Lopez,P. Eurton,7,1:50.09,8,16.32,119,1.7,89
2024-01-03,Churchill Downs,7,5.5f,Turf,Fast,Storm Jet,J. Velazquez,J. Sadler,5,1:04.65,1,10.99,120,Won by 1.9,101
2024-01-03,Churchill Downs,7,5.5f,Turf,Fast,Valley Jet,K. Desormeaux,K. McPeek,1,1:05.56,2,7.82,120,0.9,97
2024-01-03,Churchill Downs,7,5.5f,Turf,Fast,Swift Runner,M. Smith,W. Mott,2,1:04.61,3,7.67,115,3.8,101
2024-01-03,Churchill Downs,7,5.5f,Turf,Fast,Star Fire,C. Lopez,C. Brown,7,1:05.15,4,11.47,118,3.3,99
2024-01-03,Churchill Downs,7,5.5f,Turf,Fast,Golden Wind,D. Van Dyke,P. Eurton,4,1:05.52,5,19.69,119,6.3,97
2024-01-03,Churchill Downs,7,5.5f,Turf,Fast,Speed Comet,I. Ortiz,H. Bond,6,1:05.98,6,12.58,121,8.5,95
2024-01-03,Churchill Downs,7,5.5f,Turf,Fast,Royal Rocket,A. Gryder,L. Jones,8,1:06.66,7,25.91,118,10.9,91
2024-01-03,Churchill Downs,7,5.5f,Turf,Fast,Swift Rocket,T. Baze,M. Maker,3,1:05.96,8,9.79,122,9.3,95
2024-01-03,Belmont Park,8,6.0f,Turf,Firm,Fire Knight,J. Rosario,B. Baffert,4,1:08.58,1,6.07,115,Won by 2.3,112
2024-01-03,Belmont Park,8,6.0f,Turf,Firm,Brave Blaze,A. Gryder,J. Hollendorfer,7,1:09.66,2,18.85,119,0.3,106
2024-01-03,Belmont Park,8,6.0f,Turf,Firm,Golden Storm,E. Maldonado,A. Dutrow,1,1:08.57,3,10.87,126,0.9,112
2024-01-03,Belmont Park,8,6.0f,Turf,Firm,Running Fury,R. Gonzalez,J. Hollendorfer,8,1:09.70,4,9.47,121,3.8,106
2024-01-03,Belmont Park,8,6.0f,Turf,Firm,Desert Rocket,M. Franco,M. Casse,3,1:09.45,5,6.57,124,1.0,107
2024-01-03,Belmont Park,8,6.0f,Turf,Firm,Thunder Jet,R. Santana,S. Asmussen,5,1:09.95,6,11.25,126,1.3,105
2024-01-03,Belmont Park,8,6.0f,Turf,Firm,Lightning Demon,M. Garcia,R. Mandella,6,1:10.51,7,27.8,121,4.0,102
2024-01-03,Belmont Park,8,6.0f,Turf,Firm,Midnight Chaser,D. Davis,P. Miller,2,1:11.08,8,27.68,124,11.8,99
2024-01-03,Churchill Downs,9,1.25m,Dirt,Fast,Royal Comet,J. Lezcano,R. Baltas,8,1:58.66,1,5.21,125,Won by 2.5,106
2024-01-03,Churchill Downs,9,1.25m,Dirt,Fast,Storm King,A. Cedillo,J. Hollendorfer,4,1:59.36,2,4.51,117,0.6,103
2024-01-03,Churchill Downs,9,1.25m,Dirt,Fast,Lightning Breeze,R. Santana,J. Shirreffs,6,2:00.05,3,7.38,125,3.2,99
2024-01-03,Churchill Downs,9,1.25m,Dirt,Fast,Noble Spirit,J. Rosario,J. Shirreffs,1,2:00.08,4,5.22,118,3.1,99
2024-01-03,Churchill Downs,9,1.25m,Dirt,Fast,Jumping Arrow,M. Franco,S. Asmussen,3,1:59.88,5,6.87,120,6.8,100
2024-01-03,Churchill Downs,9,1.25m,Dirt,Fast,Golden Flash,R. Santana,R. Mandella,5,2:00.66,6,14.54,119,6.1,96
2024-01-03,Churchill Downs,9,1.25m,Dirt,Fast,Storm Flash,J. Velazquez,J. Sadler,7,2:00.45,7,4.24,125,2.3,97
2024-01-03,Churchill Downs,9,1.25m,Dirt,Fast,Midnight Prince,D. Davis,M. Casse,2,2:00.27,8,11.94,125,3.8,98
2024-01-03,Santa Anita,10,1.125m,Dirt,Good,Jumping Arrow,M. Franco,A. Dutrow,6,1:44.73,1,11.16,118,Won by 1.1,116
2024-01-03,Santa Anita,10,1.125m,Dirt,Good,Golden Streak,M. Smith,P. Eurton,2,1:45.54,2,6.81,124,0.8,112
2024-01-03,Santa Anita,10,1.125m,Dirt,Good,Bold Breeze,I. Ortiz,T. Pletcher,3,1:45.89,3,3.93,126,1.0,110
2024-01-03,Santa Anita,10,1.125m,Dirt,Good,Star Runner,D. Van Dyke,T. Pletcher,4,1:46.19,4,12.45,125,4.0,109
2024-01-03,Santa Anita,10,1.125m,Dirt,Good,Proud Strike,J. Velazquez,L. Jones,1,1:45.88,5,6.5,116,3.9,110
2024-01-03,Santa Anita,10,1.125m,Dirt,Good,Star Dash,M. Franco,M. Casse,5,1:46.56,6,23.76,117,7.8,107
2024-01-03,Santa Anita,10,1.125m,Dirt,Good,Blazing Flash,D. Van Dyke,T. Pletcher,8,1:45.84,7,5.91,117,5.3,110
2024-01-03,Santa Anita,10,1.125m,Dirt,Good,Blazing Spirit,A. Gryder,W. Mott,7,1:47.03,8,12.36,121,9.4,104
2024-01-04,Santa Anita,1,6.5f,Turf,Firm,Swift Rocket,L. Saez,T. Pletcher,6,1:17.43,1,3.77,123,Won by 2.9,100
2024-01-04,Santa Anita,1,6.5f,Turf,Firm,Wild Fire,D. Davis,J. Sadler,5,1:17.98,2,6.13,116,1.1,97
2024-01-04,Santa Anita,1,6.5f,Turf,Firm,Storm Storm,M. Franco,L. Jones,7,1:18.07,3,7.53,116,3.3,97
2024-01-04,Santa Anita,1,6.5f,Turf,Firm,Silver Warrior,F. Prat,P. Eurton,1,1:18.29,4,3.67,115,2.4,96
2024-01-04,Santa Anita,1,6.5f,Turf,Firm,Dancing Thunder,J. Lezcano,J. Hollendorfer,4,1:19.60,5,5.77,122,3.9,89
2024-01-04,Santa Anita,1,6.5f,Turf,Firm,Bold Streak,F. Prat,M. Maker,2,1:18.38,6,24.11,126,2.3,95
2024-01-04,Santa Anita,1,6.5f,Turf,Firm,Swift Queen,F. Prat,M. Maker,8,1:18.46,7,11.28,124,8.9,95
2024-01-04,Santa Anita,1,6.5f,Turf,Firm,Fast Storm,A. Gryder,M. Maker,3,1:19.62,8,11.76,120,2.9,89
2024-01-04,Gulfstream Park,2,5.5f,Turf,Firm,Thunder Dash,M. Garcia,R. Baltas,1,1:09.64,1,6.79,124,Won by 1.3,76
2024-01-04,Gulfstream Park,2,5.5f,Turf,Firm,Midnight Chaser,D. Van Dyke,J. Hollendorfer,3,1:10.37,2,3.25,117,1.6,73
2024-01-04,Gulfstream Park,2,5.5f,Turf,Firm,Lightning Storm,M. Garcia,J. Shirreffs,5,1:10.33,3,7.63,116,3.2,73
2024-01-04,Gulfstream Park,2,5.5f,Turf,Firm,Galloping Demon,J. Velazquez,T. Pletcher,6,1:09.39,4,14.58,117,2.0,78
2024-01-04,Gulfstream Park,2,5.5f,Turf,Firm,Blazing Flash,F. Prat,T. Pletcher,2,1:10.40,5,10.22,122,2.7,72
2024-01-04,Gulfstream Park,2,5.5f,Turf,Firm,Valley Chaser,E. Maldonado,D. O'Neill,8,1:10.41,6,15.93,119,5.2,72
2024-01-04,Gulfstream Park,2,5.5f,Turf,Firm,Brave King,I. Ortiz,J. Hollendorfer,7,1:10.83,7,7.42,126,3.5,70
2024-01-04,Gulfstream Park,2,5.5f,Turf,Firm,Wild Demon,D. Davis,W. Mott,4,1:10.40,8,13.66,123,9.9,73
2024-01-04,Golden Gate Fields,3,5.5f,Dirt,Fast,Desert Flash,R. Gonzalez,J. Sadler,6,1:03.69,1,4.75,121,Won by 2.0,101
2024-01-04,Golden Gate Fields,3,5.5f,Dirt,Fast,Star Fire,J. Rosario,G. Weaver,8,1:02.91,2,7.37,117,1.5,105
2024-01-04,Golden Gate Fields,3,5.5f,Dirt,Fast,Dancing Prince,K. Desormeaux,C. Brown,3,1:03.31,3,6.6,125,3.0,103
2024-01-04,Golden Gate Fields,3,5.5f,Dirt,Fast,Star Dash,C. Lopez,P. Eurton,5,1:04.17,4,7.65,118,5.6,99
2024-01-04,Golden Gate Fields,3,5.5f,Dirt,Fast,Proud Rocket,D. Van Dyke,S. Asmussen,7,1:02.73,5,10.28,126,6.9,106
2024-01-04,Golden Gate Fields,3,5.5f,Dirt,Fast,Jumping Bolt,M. Smith,L. Jones,1,1:03.62,6,13.95,115,3.7,101
2024-01-04,Golden Gate Fields,3,5.5f,Dirt,Fast,Lightning Strike,A. Cedillo,W. Mott,2,1:05.09,7,14.06,122,6.2,94
2024-01-04,Golden Gate Fields,3,5.5f,Dirt,Fast,Bold Breeze,A. Cedillo,M. Maker,4,1:04.39,8,14.06,125,6.9,98
2024-01-04,Santa Anita,4,5.0f,Dirt,Sloppy,Jumping Spirit,M. Franco,B. Baffert,7,1:00.44,1,6.89,122,Won by 2.8,87
